DATAFLOW,LAST UPDATE,freq,duration,age,quant_inc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,CY,2019,46.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,CZ,2019,41.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,DE,2019,41.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,DK,2019,53.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,EE,2019,45.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,EL,2019,29.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,ES,2019,38.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,EU27_2020,2019,39.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,FI,2019,30.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,FR,2019,37.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,HR,2019,31.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,HU,2019,34.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,IE,2019,55.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,IS,2019,26.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,IT,2019,25.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,LT,2019,41.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,LU,2019,37.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,LV,2019,49.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,MT,2019,62.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,NL,2019,53.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,NO,2019,48.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,PL,2019,48.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,PT,2019,32.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,RO,2019,78.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,RS,2019,62.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,SE,2019,38.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,SI,2019,45.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,SK,2019,33.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU3,PC,TR,2019,64.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,AT,2019,41.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,BE,2019,45.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,BG,2019,40.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,CY,2019,50.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,CZ,2019,41.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,DE,2019,40.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,DK,2019,42.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,EE,2019,47.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,EL,2019,26.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,ES,2019,35.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,EU27_2020,2019,38.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,FI,2019,33.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,FR,2019,34.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,HR,2019,36.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,HU,2019,37.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,IE,2019,58.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,IS,2019,30.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,IT,2019,25.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,LT,2019,51.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,LU,2019,41.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,LV,2019,56.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,MT,2019,63.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,NL,2019,37.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,NO,2019,45.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,PL,2019,52.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,PT,2019,36.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,RO,2019,74.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,RS,2019,65.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,SE,2019,36.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,SI,2019,57.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,SK,2019,29.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU4,PC,TR,2019,64.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,AT,2019,43.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,BE,2019,51.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,BG,2019,34.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,CY,2019,42.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,CZ,2019,40.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,DE,2019,40.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,DK,2019,37.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,EE,2019,51.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,EL,2019,23.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,ES,2019,26.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,EU27_2020,2019,36.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,FI,2019,29.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,FR,2019,26.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,HR,2019,36.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,HU,2019,39.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,IE,2019,55.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,IS,2019,15.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,IT,2019,21.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,LT,2019,59.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,LU,2019,35.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,LV,2019,54.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,MT,2019,67.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,NL,2019,31.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,NO,2019,34.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,PL,2019,59.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,PT,2019,20.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,RO,2019,67.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,RS,2019,59.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,SE,2019,27.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,SI,2019,55.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,SK,2019,36.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,QU5,PC,TR,2019,59.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,AT,2019,35.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,BE,2019,43.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,BG,2019,44.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,CY,2019,48.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,CZ,2019,38.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,DE,2019,42.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,DK,2019,44.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,EE,2019,44.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,EL,2019,33.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,ES,2019,39.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,EU27_2020,2019,41.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,FI,2019,39.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,FR,2019,38.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,HR,2019,36.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,HU,2019,36.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,IE,2019,53.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,IS,2019,31.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,IT,2019,28.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,LT,2019,44.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,LU,2019,39.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,LV,2019,45.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,MT,2019,57.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,NL,2019,45.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,NO,2019,47.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,PL,2019,50.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,PT,2019,30.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,RO,2019,78.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,RS,2019,65.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,SE,2019,34.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,SI,2019,46.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,SK,2019,35.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,TOTAL,TOTAL,PC,TR,2019,65.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y15-24,QU1,PC,AT,2019,90.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y15-24,QU1,PC,BE,2019,97.9,u,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y15-24,QU1,PC,BG,2019,96.9,u,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y15-24,QU1,PC,CY,2019,98.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y15-24,QU1,PC,CZ,2019,92.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y15-24,QU1,PC,DE,2019,92.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y15-24,QU1,PC,DK,2019,93.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y15-24,QU1,PC,EE,2019,87.7,u,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y15-24,QU1,PC,EL,2019,95.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y15-24,QU1,PC,ES,2019,94.2,,
